L03 EEG I - 腦電圖
檔案名:  G3-EEG-L03
星期五, 三月 23, 2018
10:06:34 下午
秒	EEG	alpha	beta	delta	theta
21.66	3.05176	-3.08838	-1.16964	7.55968	0.574003
21.665	0.585938	-3.49608	0.273949	7.52252	0.370507
21.67	1.34277	-3.50077	1.27164	7.48577	0.162789
21.675	4.67529	-3.09985	1.09199	7.44992	-0.0427019
21.68	7.90405	-2.34	-0.277609	7.41531	-0.241414
21.685	8.47168	-1.31066	-1.90059	7.38234	-0.42987
21.69	7.31812	-0.133312	-2.38193	7.35165	-0.604269
21.695	5.64575	1.05273	-0.876019	7.3238	-0.761137
21.7	5.3772	2.10813	2.10628	7.29928	-0.897274
21.705	14.7583	2.90968	4.77704	7.27818	-1.01009
21.71	18.1885	3.36524	5.17693	7.26101	-1.09647
21.715	17.4133	3.42442	2.56685	7.24825	-1.15413
21.72	7.50122	3.08494	-1.87516	7.24037	-1.18196
21.725	-1.28174	2.39198	-5.66952	7.23734	-1.18112
21.73	-2.38647	1.43185	-6.60006	7.23887	-1.15279
21.735	0.915527	0.321521	-4.15572	7.24483	-1.09895
21.74	5.08423	-0.804145	0.148171	7.25546	-1.02142
21.745	9.7168	-1.80921	3.79449	7.27093	-0.92304
21.75	13.5681	-2.5744	4.90658	7.2914	-0.80704
21.755	8.08105	-3.01268	3.34768	7.31621	-0.67701
21.76	1.25122	-3.07797	0.568207	7.34479	-0.536879
21.765	-2.19116	-2.76932	-1.57355	7.37626	-0.391079
21.77	2.7771	-2.13039	-2.06874	7.4104	-0.244762
21.775	9.47266	-1.24671	-1.19789	7.44701	-0.102453
21.78	10.8215	-0.23291	0.00268106	7.48567	0.0325058
21.785	7.82471	0.783108	0.680486	7.52563	0.157519
21.79	6.47583	1.67623	0.701678	7.56583	0.269835
21.795	6.45752	2.33832	0.460898	7.60543	0.366538
21.8	7.97119	2.68918	0.28445	7.64379	0.445196
21.805	10.0952	2.68782	0.062966	7.68037	0.504663
21.81	13.501	2.33925	-0.532609	7.7145	0.544539
21.815	12.3657	1.69167	-1.52535	7.74532	0.565205
21.82	7.96509	0.831733	-2.35408	7.77216	0.5668
21.825	2.03857	-0.127812	-2.21194	7.79451	0.551084
21.83	3.03955	-1.06156	-0.738768	7.81193	0.520522
21.835	10.5957	-1.84787	1.53204	7.8237	0.479056
21.84	16.3757	-2.3853	3.4202	7.82884	0.430608
21.845	15.4968	-2.60527	3.9137	7.82664	0.37834
21.85	7.48291	-2.47759	2.86511	7.81682	0.32515
21.855	2.69165	-2.01687	1.01876	7.79934	0.274106
21.86	3.48511	-1.27956	-0.659233	7.77397	0.228126
21.865	5.76782	-0.359445	-1.74156	7.74047	0.189277
21.87	7.50732	0.624768	-2.50691	7.69874	0.159459
21.875	7.24487	1.54523	-3.38966	7.64883	0.140651
21.88	6.28662	2.2817	-4.24012	7.59087	0.133451
21.885	5.91431	2.73628	-4.15628	7.52529	0.138025
21.89	6.50024	2.84595	-2.17435	7.45297	0.152993
21.895	8.1604	2.59047	1.68669	7.37438	0.176949
21.9	16.1438	1.99482	5.9587	7.28983	0.207838
21.905	20.5322	1.12698	8.3784	7.19934	0.242758
21.91	18.5852	0.0911974	7.32714	7.10346	0.278356
21.915	9.41162	-0.984805	3.02265	7.00334	0.311718
21.92	-1.82495	-1.96561	-2.4728	6.90011	0.338518
21.925	-6.28662	-2.72518	-6.49828	6.79471	0.354657
21.93	-4.65088	-3.16461	-7.41754	6.68801	0.356582
21.935	-0.805664	-3.22363	-5.46753	6.58103	0.342001
21.94	2.79541	-2.88905	-2.27935	6.47478	0.310048
21.945	5.2002	-2.19573	0.441847	6.37023	0.259367
21.95	5.92651	-1.22151	1.99903	6.26824	0.188989
21.955	7.54395	-0.0808492	2.77006	6.16976	0.0991673
21.96	9.39941	1.09015	3.37765	6.07579	-0.00894231
21.965	14.7522	2.14932	3.823	5.98715	-0.132887
21.97	15.8142	2.96733	3.41348	5.90443	-0.269209
21.975	13.7878	3.44259	1.53402	5.82839	-0.413225
21.98	7.48901	3.5147	-1.4256	5.75988	-0.559654
21.985	3.2959	3.17113	-3.9801	5.69958	-0.703553
21.99	3.19824	2.44891	-4.48637	5.64809	-0.8397
21.995	3.69873	1.43086	-2.46273	5.60588	-0.962411
22	3.88794	0.236179	0.827391	5.57323	-1.06586
22.005	5.14526	-0.992545	3.11652	5.55048	-1.14438
22.01	5.23071	-2.10746	2.74304	5.53778	-1.19345
22.015	2.73438	-2.97374	-0.0837925	5.53524	-1.2093
22.02	-3.08228	-3.48601	-3.32591	5.54302	-1.18942
22.025	-5.96924	-3.58035	-4.51107	5.56063	-1.13315
22.03	-3.96118	-3.24213	-2.49975	5.58774	-1.04061
22.035	2.55737	-2.5105	1.67337	5.62392	-0.912794
22.04	13.1042	-1.47285	5.47261	5.66886	-0.751412
22.045	15.8875	-0.255256	6.56441	5.72227	-0.560898
22.05	11.7859	0.994281	4.32073	5.78361	-0.346893
22.055	2.90527	2.12149	0.10406	5.85218	-0.115726
22.06	-1.11694	2.98735	-3.75914	5.92718	0.126128
22.065	4.11987	3.48346	-5.48952	6.00795	0.371663
22.07	9.34448	3.54685	-4.79714	6.09396	0.612742
22.075	10.553	3.16626	-2.71459	6.18468	0.841397
22.08	8.31299	2.38371	-0.619898	6.27922	1.04923
22.085	6.15845	1.29174	0.734197	6.37644	1.22868
22.09	4.96216	0.0236977	1.48356	6.47532	1.37355
22.095	6.7749	-1.26325	2.16999	6.57513	1.47935
22.1	15.9058	-2.40604	3.01957	6.67534	1.54246
22.105	16.1987	-3.25642	3.6265	6.77527	1.56009
22.11	11.5051	-3.69949	3.26548	6.87419	1.53107
22.115	1.46484	-3.66926	1.53205	6.97145	1.4566
22.12	-1.55029	-3.15907	-1.20539	7.06652	1.33963
22.125	4.83398	-2.22263	-3.89702	7.15923	1.18402
22.13	8.69751	-0.968365	-5.33959	7.24877	0.994356
22.135	7.17163	0.451838	-4.82198	7.33432	0.777089
22.14	5.07813	1.85988	-2.48633	7.4151	0.539799
22.145	6.09741	3.07366	0.741216	7.49073	0.29083
22.15	10.8032	3.93064	3.56909	7.56131	0.0385666
22.155	16.9434	4.30951	4.89087	7.62678	-0.209147
22.16	18.7561	4.14646	4.23476	7.68691	-0.444121
22.165	14.5569	3.4436	1.9528	7.74153	-0.658718
22.17	7.03125	2.27239	-0.895943	7.79035	-0.846901
22.175	0.231934	0.76548	-2.98226	7.83361	-1.00353
22.18	-0.0549316	-0.89722	-3.33559	7.87147	-1.12464
22.185	4.75464	-2.51175	-1.88939	7.90417	-1.20677
22.19	7.53174	-3.87286	0.393174	7.93159	-1.24837
22.195	5.91431	-4.80035	2.0087	7.95358	-1.24958
22.2	0.970459	-5.1622	1.82957	7.97021	-1.21234
22.205	-3.14331	-4.89383	-0.102137	7.98172	-1.13993
22.21	-1.0376	-4.00875	-2.45311	7.98845	-1.03732
22.215	5.0293	-2.59818	-3.37752	7.99078	-0.910421
22.22	8.77686	-0.821437	-1.77001	7.98924	-0.765377
22.225	9.23462	1.1109	1.80754	7.9838	-0.608704
22.23	8.88672	2.96377	5.25418	7.97453	-0.446881
22.235	17.2791	4.50672	6.15634	7.96138	-0.286572
22.24	19.8059	5.54364	3.40491	7.94463	-0.133652
22.245	17.3706	5.93692	-1.89248	7.92487	0.00587053
22.25	8.19092	5.62619	-6.88104	7.90247	0.126701
22.255	1.22681	4.63674	-8.61563	7.87776	0.225121
22.26	3.9978	3.07797	-5.88311	7.85112	0.299174
22.265	12.5977	1.13015	-0.0212316	7.82261	0.348149
22.27	14.0503	-0.975712	5.83279	7.79237	0.372472
22.275	14.8071	-2.98592	8.60721	7.76057	0.373492
22.28	9.93042	-4.6557	7.09715	7.72756	0.353942
22.285	3.92456	-5.78148	2.55622	7.69371	0.317009
22.29	-1.39771	-6.22642	-2.26336	7.65942	0.266941
22.295	-4.91943	-5.93716	-4.92067	7.62503	0.208505
22.3	-3.35083	-4.95053	-4.71216	7.59086	0.147328
22.305	0.90332	-3.38793	-2.81384	7.55722	0.0884904
22.31	4.83398	-1.44078	-1.12955	7.52449	0.0364122
22.315	7.65381	0.654292	-0.768296	7.49316	-0.00400208
22.32	9.70459	2.64431	-1.27332	7.46361	-0.0287278
22.325	10.0952	4.29079	-1.14998	7.43611	-0.03492
22.33	11.2305	5.40204	0.742446	7.41097	-0.0216276
22.335	17.4377	5.8552	4.02207	7.38889	0.0111752
22.34	23.938	5.61134	6.76881	7.37062	0.0632963
22.345	22.1252	4.71718	6.76074	7.35691	0.132405
22.35	12.8845	3.29699	3.12983	7.34825	0.215135
22.355	1.71509	1.53601	-2.75024	7.34502	0.306956
22.36	-2.27661	-0.343617	-7.85918	7.34783	0.403611
22.365	-0.311279	-2.11106	-9.312	7.35736	0.500571
22.37	1.58691	-3.5557	-6.19181	7.37427	0.592098
22.375	2.02026	-4.51316	-0.192396	7.39914	0.671026
22.38	3.15552	-4.88705	5.35008	7.43238	0.731678
22.385	10.9985	-4.65825	7.46042	7.47456	0.769745
22.39	12.2925	-3.8842	5.2897	7.52649	0.782533
22.395	10.6689	-2.68703	0.527338	7.58909	0.767643
22.4	3.41187	-1.23483	-3.7388	7.66271	0.722478
22.405	1.26343	0.280424	-4.97311	7.74721	0.645772
22.41	8.12988	1.66636	-2.67784	7.84241	0.538416
22.415	14.8254	2.75686	1.45418	7.94859	0.402645
22.42	16.1133	3.43202	4.71759	8.06635	0.241925
22.425	18.1213	3.6323	5.06919	8.19598	0.0606588
22.43	12.5366	3.36176	2.27058	8.33744	-0.134975
22.435	7.78198	2.68478	-2.11211	8.4904	-0.338312
22.44	2.05688	1.71448	-5.71056	8.65455	-0.542915
22.445	-0.463867	0.59654	-6.67983	8.8294	-0.742243
22.45	3.83301	-0.514631	-4.57888	9.01436	-0.929305
22.455	7.32422	-1.4744	-0.434883	9.20937	-1.09541
22.46	8.40454	-2.16522	3.8954	9.41351	-1.23272
22.465	13.1653	-2.5101	6.6126	9.6259	-1.33551
22.47	12.8052	-2.48099	6.68023	9.84503	-1.39981
22.475	11.2976	-2.10327	4.13094	10.0697	-1.42361
22.48	6.21338	-1.44888	-0.0291883	10.2991	-1.40445
22.485	5.19409	-0.622871	-4.20413	10.5321	-1.34099
22.49	6.70776	0.25186	-6.75726	10.7671	-1.23353
22.495	7.04956	1.05098	-6.60629	11.0026	-1.08493
22.5	5.34058	1.66542	-3.69151	11.2369	-0.900516
22.505	7.34253	2.01531	0.88731	11.4682	-0.686994
22.51	17.2974	2.05883	5.22871	11.6957	-0.450866
22.515	26.3123	1.79597	7.39203	11.9178	-0.199443
22.52	23.9197	1.26678	6.29549	12.1332	0.0592084
22.525	13.8733	0.547518	2.28976	12.3398	0.316167
22.53	3.76587	-0.260468	-2.91232	12.5357	0.562139
22.535	2.92358	-1.04562	-6.97683	12.7196	0.788789
22.54	8.8501	-1.70154	-8.01159	12.8904	0.988528
22.545	12.5122	-2.14017	-5.47898	13.047	1.15445
22.55	14.7156	-2.30135	-0.456061	13.1879	1.28101
22.555	14.9963	-2.15969	4.84549	13.3118	1.36473
22.56	15.802	-1.7271	8.09358	13.4181	1.40347
22.565	22.3022	-1.05156	7.89211	13.5062	1.39626
22.57	22.2473	-0.210541	4.37845	13.5759	1.34355
22.575	18.6279	0.695779	-0.886846	13.6261	1.24775
22.58	8.66089	1.55867	-5.64796	13.6563	1.11328
22.585	4.04053	2.27267	-7.95863	13.6665	0.94499
22.59	7.36084	2.74966	-6.99744	13.6572	0.749592
22.595	13.6719	2.92682	-3.35458	13.6293	0.53481
22.6	20.7825	2.77347	1.31278	13.583	0.309653
22.605	22.4426	2.29501	5.06275	13.5191	0.082556
22.61	20.1721	1.53329	6.51759	13.4382	-0.13907
22.615	16.0034	0.563736	5.37865	13.3416	-0.347471
22.62	13.7817	-0.512639	2.41243	13.2307	-0.535915
22.625	12.3352	-1.57931	-1.02371	13.107	-0.698477
22.63	9.65576	-2.51782	-3.62314	12.9719	-0.8304
22.635	3.61938	-3.21973	-4.61494	12.8273	-0.927471
22.64	-0.3479	-3.59922	-3.9153	12.6749	-0.986354
22.645	6.06689	-3.6028	-1.98588	12.5168	-1.00568
22.65	10.6201	-3.21629	0.429147	12.3548	-0.986508
22.655	13.5193	-2.46834	2.53768	12.1909	-0.930953
22.66	10.7605	-1.42879	3.66831	12.0267	-0.842232
22.665	12.4023	-0.200822	3.40237	11.864	-0.724628
22.67	14.3982	1.08901	1.73393	11.705	-0.584026
22.675	15.8325	2.30372	-0.810212	11.5516	-0.427304
22.68	12.1399	3.30974	-3.22184	11.4054	-0.261607
22.685	9.55811	3.99128	-4.34439	11.2678	-0.094279
22.69	11.4502	4.26528	-3.435	11.14	0.0675709
22.695	16.394	4.09162	-0.670175	11.0234	0.217216
22.7	18.4692	3.47773	2.76942	10.9194	0.34916
22.705	19.5496	2.48025	5.16959	10.8288	0.45785
22.71	16.1194	1.20013	5.1603	10.7523	0.538891
22.715	12.7808	-0.227404	2.51228	10.6906	0.588991
22.72	7.55005	-1.64936	-1.62281	10.644	0.6069
22.725	2.37427	-2.90981	-5.21851	10.6125	0.592716
22.73	0.701904	-3.86862	-6.40324	10.5957	0.547207
22.735	1.87378	-4.41673	-4.4648	10.5928	0.472534
22.74	4.87061	-4.49111	-0.269478	10.6034	0.372001
22.745	10.0952	-4.08189	4.12343	10.6269	0.250505
22.75	15.033	-3.23258	6.49107	10.6624	0.113964
22.755	16.2109	-2.03623	5.5819	10.7082	-0.0312149
22.76	12.7258	-0.626446	1.79556	10.7626	-0.178374
22.765	6.37817	0.837899	-2.94924	10.8242	-0.321047
22.77	4.94995	2.19215	-6.15205	10.8909	-0.453442
22.775	10.144	3.28438	-6.02565	10.9608	-0.5699
22.78	15.4175	3.99418	-2.50644	11.0317	-0.664659
22.785	17.4316	4.24691	2.60021	11.1018	-0.732316
22.79	17.0715	4.02226	6.48661	11.1693	-0.768864
22.795	20.3796	3.35626	6.83687	11.232	-0.772445
22.8	17.6331	2.33475	3.17361	11.2879	-0.742993
22.805	12.03	1.08346	-2.70449	11.3344	-0.681111
22.81	2.28882	-0.245971	-7.57098	11.3697	-0.588367
22.815	-0.177002	-1.49511	-8.53528	11.3921	-0.467398
22.82	5.45654	-2.51811	-4.7666	11.4	-0.322946
22.825	11.0229	-3.2008	1.87857	11.392	-0.160755
22.83	14.0503	-3.47363	7.80319	11.3665	0.0127798
22.835	17.3706	-3.31907	9.70205	11.3223	0.19133
22.84	16.0278	-2.77177	6.50133	11.2585	0.368405
22.845	11.3403	-1.91393	-0.00507062	11.1745	0.53705
22.85	3.43628	-0.864878	-6.20512	11.07	0.690229
22.855	0.65918	0.233904	-8.80041	10.9449	0.820876
22.86	4.20532	1.24022	-6.6904	10.7992	0.923967
22.865	11.5601	2.02851	-1.47259	10.6333	0.995837
22.87	17.1753	2.50629	3.67805	10.4478	1.0335
22.875	21.0388	2.62191	5.98198	10.2438	1.0344
22.88	18.5669	2.37184	4.6109	10.0224	0.996942
22.885	13.3484	1.80095	0.933215	9.78501	0.921938
22.89	7.26929	0.998456	-2.55378	9.53318	0.812584
22.895	5.51758	0.0828675	-3.80871	9.26935	0.672496
22.9	7.4646	-0.814452	-2.35389	8.99608	0.505801
22.905	9.94263	-1.56809	0.668705	8.71607	0.318518
22.91	12.2925	-2.07402	3.34832	8.43154	0.117345
22.915	10.26	-2.26312	4.12695	8.14466	-0.0905861
22.92	7.00684	-2.11018	2.56394	7.85813	-0.298472
22.925	1.86768	-1.63666	-0.597781	7.57489	-0.499153
22.93	0.665283	-0.907893	-3.88316	7.29785	-0.685291
22.935	2.28882	-0.0245404	-5.78327	7.02972	-0.849779
22.94	5.05981	0.890915	-5.35684	6.77324	-0.986492
22.945	6.63452	1.7105	-2.60282	6.53121	-1.08995
22.95	7.28149	2.31804	1.50404	6.30605	-1.15678
22.955	8.03833	2.62417	5.34076	6.10024	-1.18514
22.96	12.0789	2.57999	7.27354	5.91606	-1.17454
22.965	16.5649	2.18277	6.39364	5.75567	-1.12465
22.97	15.3564	1.47541	2.9906	5.62068	-1.036
22.975	5.74341	0.541623	-1.53753	5.51267	-0.911401
22.98	-6.38428	-0.504547	-5.34517	5.43293	-0.756425
22.985	-10.553	-1.53136	-7.01432	5.38269	-0.577723
22.99	-5.14526	-2.40695	-6.14887	5.3625	-0.381981
22.995	2.49023	-3.01746	-3.37439	5.37248	-0.175367
23	7.1167	-3.28089	0.151858	5.41277	0.034743
23.005	6.9519	-3.15899	3.33074	5.48281	0.240441
23.01	4.35181	-2.65791	5.42887	5.58166	0.433702
23.015	5.31616	-1.83031	6.03451	5.70809	0.607894
23.02	12.6221	-0.768273	4.9257	5.86087	0.757165
23.025	14.2639	0.40531	2.1349	6.03886	0.875993
23.03	11.1023	1.55201	-1.77292	6.24036	0.959709
23.035	3.83911	2.53714	-5.53521	6.46309	1.00525
23.04	2.4353	3.24606	-7.50382	6.70437	1.01126
23.045	6.33545	3.59657	-6.45429	6.96128	0.978024
23.05	9.83887	3.54984	-2.44868	7.23111	0.906432
23.055	10.9192	3.11308	2.90201	7.51108	0.799638
23.06	18.7744	2.33904	7.10307	7.79829	0.662175
23.065	21.1121	1.31871	8.0879	8.0894	0.499746
23.07	16.8335	0.169489	5.39366	8.3808	0.318888
23.075	6.26831	-0.978039	0.429092	8.66922	0.126398
23.08	-3.39966	-1.9956	-4.33411	8.95169	-0.0699773
23.085	-1.78223	-2.77286	-6.75328	9.22536	-0.262635
23.09	3.41187	-3.22957	-6.09612	9.48724	-0.444213
23.095	5.49316	-3.32583	-3.19871	9.73419	-0.608259
23.1	6.53687	-3.06435	0.261446	9.96342	-0.748626
23.105	9.21631	-2.48896	2.80288	10.1725	-0.860113
23.11	9.68018	-1.67715	3.81929	10.3594	-0.938531
23.115	8.82568	-0.730604	3.57263	10.522	-0.981111
23.12	10.9497	0.237539	2.69607	10.6586	-0.985986
23.125	14.9963	1.11651	1.64913	10.768	-0.952685
23.13	16.2231	1.81189	0.526399	10.849	-0.882409
23.135	11.2915	2.25743	-0.761719	10.9005	-0.778091
23.14	4.80347	2.42227	-2.17813	10.9216	-0.644112
23.145	5.07202	2.31191	-3.40626	10.9126	-0.485208
23.15	9.93652	1.96335	-3.95756	10.8741	-0.306989
23.155	13.0005	1.43923	-3.43777	10.8071	-0.116439
23.16	13.5376	0.818931	-1.78307	10.7122	0.0791133
23.165	13.1836	0.188817	0.650148	10.5902	0.272372
23.17	12.0605	-0.370362	3.1792	10.4427	0.456603
23.175	12.0544	-0.794568	5.00173	10.2712	0.624992
23.18	12.3657	-1.0445	5.45384	10.0782	0.771019
23.185	18.5852	-1.10948	4.24258	9.8659	0.888886
23.19	16.449	-1.00569	1.58836	9.63726	0.973768
23.195	9.16748	-0.77323	-1.78141	9.39439	1.02306
23.2	-0.909424	-0.468431	-4.82605	9.13972	1.03563
23.205	-3.14331	-0.155914	-6.51847	8.87576	1.01156
23.21	3.00293	0.102571	-6.20742	8.60573	0.951683
23.215	8.8623	0.258151	-3.87618	8.33301	0.857426
23.22	13.2568	0.281739	-0.199891	8.0605	0.731877
23.225	13.7268	0.169515	3.62613	7.79097	0.579639
23.23	12.1155	-0.0575574	6.27592	7.52723	0.406313
23.235	8.48389	-0.357263	6.77084	7.27211	0.218481
23.24	10.3821	-0.672033	4.90494	7.02788	0.0223246
23.245	10.6201	-0.937385	1.4075	6.79677	-0.175714
23.25	9.198	-1.09152	-2.29353	6.5809	-0.369936
23.255	1.70288	-1.08626	-4.68076	6.38274	-0.552936
23.26	-4.48608	-0.896448	-4.88526	6.20411	-0.71782
23.265	-3.6438	-0.524717	-3.16201	6.04648	-0.858607
23.27	2.55737	-0.00112406	-0.758196	5.91093	-0.971849
23.275	9.30176	0.619132	0.839842	5.79854	-1.05539
23.28	10.553	1.26236	0.865236	5.71016	-1.1071
23.285	7.92847	1.84414	-0.20472	5.64623	-1.12523
23.29	4.06494	2.2811	-0.981457	5.60681	-1.1095
23.295	4.44946	2.50142	-0.205582	5.59157	-1.06118
23.3	8.11157	2.45531	2.18572	5.6005	-0.983106
23.305	12.5549	2.12287	4.78483	5.63307	-0.879068
23.31	16.9434	1.51842	5.5449	5.68822	-0.752924
23.315	12.5977	0.691122	3.23873	5.76444	-0.608447
23.32	2.75879	-0.279265	-1.46011	5.86009	-0.449495
23.325	-7.62939	-1.29188	-6.12983	5.97381	-0.280924
23.33	-7.66602	-2.23532	-8.02789	6.10413	-0.108666
23.335	-0.250244	-3.0005	-5.87217	6.24918	0.0612138
23.34	5.63354	-3.49307	-0.792993	6.4071	0.223729
23.345	7.4585	-3.64453	4.28594	6.57588	0.375086
23.35	7.57446	-3.42306	6.4817	6.75375	0.511691
23.355	6.97632	-2.83679	4.7764	6.93808	0.63011
23.36	6.15845	-1.93408	0.634163	7.1263	0.727228
23.365	5.85327	-0.798722	-3.04568	7.3162	0.801195
23.37	8.01392	0.458579	-3.89275	7.50606	0.851838
23.375	10.5225	1.71124	-1.60485	7.6944	0.879287
23.38	11.1389	2.83027	1.97026	7.87917	0.883629
23.385	15.1672	3.69829	4.19548	8.05806	0.864668
23.39	17.6941	4.22094	3.45381	8.22918	0.824156
23.395	15.9607	4.33797	0.170479	8.3912	0.764651
23.4	10.022	4.02892	-3.58551	8.54283	0.68933
23.405	3.96729	3.31663	-5.5441	8.68263	0.600932
23.41	5.5542	2.26549	-4.67273	8.8093	0.501544
23.415	9.76563	0.975194	-1.6592	8.9218	0.392939
23.42	11.1633	-0.427338	1.75768	9.01974	0.278081
23.425	10.8154	-1.80416	3.98881	9.10275	0.159585
23.43	9.00269	-3.01946	4.43515	9.17058	0.0408803
23.435	9.94263	-3.9537	3.48551	9.2231	-0.0747924
23.44	7.97729	-4.51401	1.88562	9.26032	-0.185037
23.445	5.19409	-4.64235	0.129285	9.28248	-0.288058
23.45	0.994873	-4.32218	-1.63721	9.28987	-0.382759
23.455	-0.469971	-3.58097	-3.25931	9.28326	-0.467879
23.46	2.41699	-2.48717	-4.23196	9.26345	-0.542151
23.465	6.91528	-1.14401	-3.85301	9.23145	-0.604726
23.47	9.67407	0.32038	-1.80661	9.188	-0.654775
23.475	9.0332	1.76429	1.30408	9.13403	-0.691273
23.48	8.61206	3.045	4.03946	9.07062	-0.713396
23.485	16.8396	4.03391	4.9098	8.99905	-0.721115
23.49	20.8008	4.6304	3.36295	8.92072	-0.714675
23.495	20.0256	4.77239	0.24623	8.83659	-0.693351
23.5	10.3577	4.44361	-2.67365	8.74763	-0.656231
23.505	2.21558	3.67337	-3.81846	8.65489	-0.603255
23.51	4.11377	2.53463	-2.79018	8.5594	-0.535695
23.515	10.9436	1.13834	-0.520228	8.46242	-0.45523
23.52	13.8977	-0.376422	1.46639	8.36509	-0.363519
23.525	12.0728	-1.85522	2.11117	8.26852	-0.262325
23.53	6.18896	-3.14632	1.42014	8.17379	-0.153785
23.535	0.775146	-4.11412	0.233932	8.08153	-0.0412951
23.54	-0.78125	-4.655	-0.554656	7.99225	0.0727712
23.545	1.45874	-4.70778	-0.659619	7.9063	0.185646
23.55	5.28564	-4.26313	-0.44438	7.82419	0.294936
23.555	8.97217	-3.36604	-0.4069	7.74678	0.397445
23.56	8.40454	-2.11142	-0.626325	7.67445	0.489053
23.565	5.36499	-0.633746	-0.689705	7.60708	0.566152
23.57	1.48315	0.906645	-0.145545	7.54449	0.626004
23.575	6.74438	2.34064	0.945993	7.48661	0.665795
23.58	16.8213	3.50822	1.89472	7.43358	0.683988
23.585	21.4172	4.27806	1.87099	7.38517	0.679094
23.59	16.7786	4.56307	0.615607	7.34082	0.650581
23.595	5.62134	4.33106	-1.23178	7.30035	0.598118
23.6	1.22681	3.60897	-2.50865	7.26361	0.521652
23.605	5.81665	2.48014	-2.35552	7.23024	0.422599
23.61	10.7239	1.07646	-0.860603	7.19993	0.303677
23.615	15.3809	-0.437052	0.981141	7.17218	0.168101
23.62	9.68628	-1.88125	1.97268	7.14652	0.0205229
23.625	2.83813	-3.08499	1.57058	7.12255	-0.13411
23.63	-2.03857	-3.90516	0.239469	7.0997	-0.290118
23.635	-0.109863	-4.24513	-0.935846	7.07767	-0.442008
23.64	5.30396	-4.06691	-1.07255	7.0563	-0.58426
23.645	7.32422	-3.39432	-0.118138	7.0354	-0.71103
23.65	6.29883	-2.31216	1.15265	7.01492	-0.816706
23.655	4.96826	-0.955754	1.72619	6.99475	-0.89654
23.66	4.88892	0.503851	1.07075	6.97486	-0.946833
23.665	5.45654	1.88294	-0.518233	6.95482	-0.964187
23.67	6.49414	3.00881	-2.13984	6.93448	-0.945355
23.675	7.58057	3.74204	-2.86702	6.91387	-0.888399
23.68	10.0769	3.99216	-2.28178	6.89346	-0.793495
23.685	12.0056	3.73093	-0.651043	6.87381	-0.663288
23.69	9.76563	2.99558	1.27067	6.85494	-0.501874
23.695	5.51758	1.88397	2.64642	6.83694	-0.313886
23.7	7.03125	0.541419	2.93553	6.82014	-0.104907
23.705	11.499	-0.859132	2.10961	6.80515	0.117653
23.71	11.7554	-2.13774	0.633895	6.79273	0.345736
23.715	4.73633	-3.13056	-0.77863	6.7835	0.570276
23.72	-2.98462	-3.71179	-1.5387	6.77807	0.783723
23.725	-2.35596	-3.80996	-1.50646	6.77666	0.978402
23.73	3.38745	-3.41609	-1.05375	6.77957	1.14686
23.735	7.78198	-2.58503	-0.776197	6.7871	1.2812
23.74	7.79419	-1.42781	-1.00677	6.7997	1.37412
23.745	7.08008	-0.0964184	-1.46953	6.81795	1.41993
23.75	6.87866	1.23665	-1.41306	6.84269	1.41472
23.755	7.67822	2.40135	-0.205335	6.8745	1.35699
23.76	14.5996	3.25117	2.00599	6.91351	1.24722
23.765	18.2129	3.6819	4.10377	6.95936	1.08772
23.77	19.0979	3.64373	4.59516	7.01187	0.882467
23.775	14.0564	3.14875	2.66904	7.07135	0.636984
23.78	7.07397	2.26716	-1.00521	7.13812	0.358538
23.785	3.73535	1.11781	-4.44258	7.2122	0.0560936
23.79	2.85034	-0.148694	-5.53509	7.29341	-0.260404
23.795	2.38037	-1.371	-3.52215	7.38178	-0.580926
23.8	4.1748	-2.39805	0.345187	7.4769	-0.894366
23.805	5.47485	-3.10801	3.53392	7.5782	-1.18977
23.81	6.32324	-3.42078	3.94425	7.68511	-1.45617
23.815	4.66309	-3.30837	1.42236	7.79762	-1.6841
23.82	1.51978	-2.79732	-2.06887	7.91558	-1.86497
23.825	0.683594	-1.96455	-3.82161	8.03834	-1.99165
23.83	3.21045	-0.925329	-2.36242	8.16518	-2.05785
23.835	6.26831	0.184435	1.41107	8.29557	-2.06046
23.84	10.9863	1.22607	4.80124	8.4294	-1.99885
23.845	15.3076	2.07649	5.22064	8.56582	-1.87463
23.85	13.8428	2.6428	2.08815	8.70398	-1.69057
23.855	8.6853	2.87171	-2.68716	8.84327	-1.45122
23.86	2.44751	2.75328	-6.0012	8.98358	-1.16315
23.865	2.78931	2.32161	-5.70957	9.12468	-0.835667
23.87	7.89795	1.64775	-2.10607	9.26609	-0.479215
23.875	11.9141	0.829349	2.34707	9.40738	-0.105208
23.88	16.0156	-0.0258982	4.78907	9.54832	0.274329
23.885	15.0085	-0.814521	3.93863	9.68874	0.64728
23.89	10.9009	-1.44907	0.852843	9.82838	1.00151
23.895	5.23071	-1.86711	-2.01835	9.96716	1.3253
23.9	4.04053	-2.03683	-2.69434	10.1052	1.60814
23.905	8.92944	-1.96044	-1.04222	10.2432	1.84135
23.91	15.9912	-1.6712	1.31123	10.3809	2.0184
23.915	16.9556	-1.22608	2.35544	10.5182	2.13429
23.92	13.7024	-0.695257	1.24304	10.6548	2.18514
23.925	9.00269	-0.151443	-1.1479	10.7909	2.16924
23.93	7.87354	0.339423	-2.98948	10.9275	2.08794
