L03 EEG I - 腦電圖
檔案名:  G3-EEG-L03
星期五, 三月 23, 2018
10:06:34 下午
秒	EEG	alpha	beta	delta	theta
23.935	11.4258	0.727253	-2.93244	11.0653	1.9456
23.94	16.3452	0.981672	-1.0716	11.2042	1.74811
23.945	17.2729	1.09273	1.25519	11.3443	1.50198
23.95	15.7288	1.0692	2.58009	11.486	1.2158
23.955	11.7737	0.935996	2.39094	11.6299	0.899387
23.96	13.9893	0.729707	1.34194	11.7765	0.56384
23.965	14.8071	0.491269	0.490329	11.9261	0.219883
23.97	14.1968	0.258025	0.289635	12.079	-0.122413
23.975	10.6995	0.0590057	0.224382	12.2355	-0.452809
23.98	8.22144	-0.088078	-0.593547	12.3961	-0.761476
23.985	9.29565	-0.177364	-2.40209	12.5608	-1.04058
23.99	10.1135	-0.21439	-4.25488	12.7295	-1.28266
23.995	8.20313	-0.213306	-4.52938	12.9025	-1.4817
24	7.18994	-0.192277	-2.18255	13.0798	-1.63246
24.005	8.35571	-0.170061	2.19528	13.2614	-1.73232
24.01	18.1519	-0.161188	6.41071	13.4467	-1.78132
24.015	24.0845	-0.173755	7.91518	13.6352	-1.78129
24.02	21.3867	-0.208745	5.47662	13.8264	-1.73497
24.025	10.1807	-0.259827	0.121576	14.02	-1.64632
24.03	-0.524902	-0.315655	-5.35953	14.2155	-1.51991
24.035	1.9043	-0.361676	-8.04526	14.4124	-1.36111
24.04	10.5042	-0.382757	-6.62402	14.6094	-1.17723
24.045	16.3818	-0.366494	-2.12474	14.8054	-0.975797
24.05	17.6025	-0.305734	2.78405	14.9996	-0.764352
24.055	16.5894	-0.20045	5.43479	15.1914	-0.549028
24.06	16.4795	-0.0569291	4.69885	15.3802	-0.335755
24.065	17.4316	0.111538	1.50237	15.5646	-0.130318
24.07	19.0857	0.28738	-1.90603	15.7431	0.0619611
24.075	17.9749	0.450227	-3.3931	15.9143	0.237161
24.08	15.3442	0.580119	-2.19388	16.0774	0.392559
24.085	13.8062	0.6607	0.731121	16.2311	0.525906
24.09	19.873	0.680843	3.36893	16.3742	0.63542
24.095	24.4568	0.636123	3.90296	16.5055	0.720554
24.1	23.053	0.529094	1.80899	16.6241	0.782105
24.105	14.917	0.368017	-1.81899	16.7292	0.821884
24.11	7.88574	0.168267	-4.89757	16.8201	0.841878
24.115	11.0107	-0.0505058	-5.56854	16.8963	0.843811
24.12	17.9565	-0.265881	-3.31721	16.9566	0.830466
24.125	20.1477	-0.457119	0.686303	17.0002	0.805368
24.13	19.0186	-0.607202	4.24208	17.0262	0.771828
24.135	16.6565	-0.702745	5.42495	17.0346	0.732173
24.14	21.814	-0.734213	3.74786	17.0257	0.687599
24.145	21.5027	-0.697399	0.441189	16.9996	0.639074
24.15	18.335	-0.594236	-2.36898	16.9564	0.587543
24.155	11.5784	-0.433258	-3.05616	16.896	0.533855
24.16	10.3516	-0.228873	-1.55611	16.8188	0.478761
24.165	16.2292	0.000276557	0.658401	16.7256	0.422053
24.17	20.8801	0.232714	1.68189	16.617	0.362709
24.175	19.8242	0.446178	0.602736	16.494	0.300604
24.18	15.8081	0.61963	-1.78641	16.3576	0.235713
24.185	12.3962	0.734868	-3.53372	16.2086	0.168467
24.19	12.9944	0.778467	-2.98014	16.0479	0.0983537
24.195	14.8743	0.742009	-0.0598912	15.8767	0.0250102
24.2	19.8608	0.624771	3.52108	15.6967	-0.0519292
24.205	24.3896	0.435528	5.40674	15.5094	-0.132012
24.21	23.7183	0.191782	4.24224	15.3166	-0.215316
24.215	17.4805	-0.0818476	0.659539	15.1197	-0.300083
24.22	8.70361	-0.356926	-3.13063	14.9202	-0.383788
24.225	7.01904	-0.602893	-4.84845	14.7195	-0.463884
24.23	9.5459	-0.788869	-3.68415	14.5185	-0.538339
24.235	14.917	-0.889646	-0.741002	14.3188	-0.605832
24.24	15.7715	-0.886316	1.86679	14.1221	-0.664746
24.245	14.3433	-0.771777	2.56569	13.9302	-0.713231
24.25	12.0544	-0.551294	1.35925	13.7446	-0.749566
24.255	9.64355	-0.24444	-0.372851	13.5661	-0.772241
24.26	9.92432	0.116427	-1.07357	13.3957	-0.779374
24.265	11.6943	0.490252	-0.24809	13.2343	-0.769615
24.27	15.8569	0.83125	1.20479	13.0833	-0.743736
24.275	16.6321	1.0941	1.79614	12.9438	-0.702653
24.28	14.3921	1.23973	0.708998	12.8165	-0.647207
24.285	8.99658	1.24082	-1.46814	12.7018	-0.577676
24.29	7.25708	1.08609	-3.13924	12.5999	-0.495164
24.295	10.907	0.782803	-2.91368	12.5111	-0.402587
24.3	14.2639	0.35706	-0.695251	12.4356	-0.303428
24.305	15.6616	-0.148218	2.17952	12.3735	-0.200745
24.31	14.1357	-0.676956	3.87487	12.3243	-0.0974572
24.315	12.4084	-1.16649	3.33837	12.2879	0.00348012
24.32	11.1511	-1.55531	0.989456	12.2638	0.0994055
24.325	10.144	-1.78966	-1.64803	12.2521	0.187584
24.33	9.47266	-1.83035	-3.05328	12.2521	0.265747
24.335	9.7229	-1.65873	-2.70821	12.2629	0.332018
24.34	10.8032	-1.28088	-1.2876	12.2836	0.385495
24.345	12.6953	-0.728528	0.0269411	12.3132	0.426145
24.35	13.3606	-0.0553907	0.507717	12.3514	0.454062
24.355	14.978	0.668596	0.353951	12.3975	0.469357
24.36	17.2791	1.36512	0.34793	12.4507	0.47255
24.365	18.1335	1.95398	1.04395	12.51	0.464834
24.37	17.4683	2.36339	2.17061	12.574	0.447756
24.375	14.7766	2.53848	2.7642	12.6416	0.423194
24.38	17.2302	2.44826	1.93244	12.7122	0.393387
24.385	16.0828	2.09156	-0.342739	12.7858	0.360697
24.39	14.0442	1.49597	-3.00029	12.8612	0.326873
24.395	7.94067	0.715747	-4.51485	12.9373	0.293924
24.4	5.07202	-0.173062	-3.92197	13.0127	0.263365
24.405	8.17871	-1.08064	-1.50337	13.0867	0.236755
24.41	14.2639	-1.91188	1.36494	13.1594	0.214804
24.415	15.979	-2.57661	3.1285	13.2308	0.197129
24.42	14.27	-3.00041	3.06588	13.301	0.183106
24.425	10.1563	-3.13219	1.69559	13.3695	0.170586
24.43	8.47168	-2.95012	0.293747	13.4356	0.158203
24.435	9.40552	-2.46415	-0.103161	13.4985	0.144608
24.44	13.6475	-1.71559	0.521618	13.5581	0.129242
24.445	16.7175	-0.774559	1.17878	13.6148	0.111057
24.45	16.1621	0.267118	0.68077	13.6694	0.0881147
24.455	12.1826	1.30626	-1.33814	13.7222	0.0584599
24.46	8.37402	2.23844	-3.95132	13.773	0.0207456
24.465	10.9863	2.96922	-5.41333	13.8217	-0.0248622
24.47	16.687	3.423	-4.31936	13.8685	-0.0777503
24.475	21.1975	3.54989	-0.666455	13.9143	-0.137233
24.48	21.6309	3.33148	3.93764	13.9596	-0.20291
24.485	19.696	2.78285	7.11832	14.005	-0.274143
24.49	21.051	1.95262	7.13074	14.0508	-0.349201
24.495	21.2708	0.919123	3.91548	14.0973	-0.425471
24.5	16.9678	-0.218407	-0.854935	14.1446	-0.499525
24.505	8.42285	-1.34823	-4.77908	14.1926	-0.568347
24.51	1.20239	-2.35769	-6.12019	14.2421	-0.628819
24.515	2.74658	-3.14565	-4.71878	14.2936	-0.678281
24.52	8.56934	-3.63179	-1.87708	14.3472	-0.713708
24.525	12.0483	-3.7652	0.632999	14.4027	-0.732219
24.53	12.2681	-3.52831	1.7176	14.4599	-0.731647
24.535	11.2	-2.93964	1.5112	14.519	-0.711046
24.54	11.5601	-2.0541	1.01678	14.5804	-0.669595
24.545	12.7808	-0.957742	1.18298	14.6439	-0.607126
24.55	15.0635	0.24069	2.11388	14.7093	-0.524238
24.555	19.6167	1.42057	2.98462	14.7759	-0.422985
24.56	21.2097	2.46205	2.68753	14.8433	-0.30661
24.565	19.6533	3.25913	0.731921	14.9113	-0.178408
24.57	14.801	3.7282	-2.26239	14.9794	-0.0416281
24.575	11.2549	3.81964	-4.84375	15.0474	0.0996201
24.58	13.4094	3.52164	-5.59126	15.115	0.240328
24.585	16.9678	2.86495	-3.99569	15.1812	0.375071
24.59	19.3176	1.91782	-0.764721	15.2448	0.49928
24.595	18.8049	0.778371	2.5947	15.3047	0.609007
24.6	19.0247	-0.435124	4.63529	15.3604	0.700954
24.605	20.4895	-1.59603	4.70667	15.4119	0.771344
24.61	19.0125	-2.58161	3.16206	15.4591	0.816931
24.615	15.332	-3.28796	0.98533	15.501	0.835489
24.62	12.0239	-3.64223	-0.854847	15.5368	0.826511
24.625	11.6089	-3.6096	-1.89514	15.5658	0.791123
24.63	13.208	-3.19742	-2.242	15.5874	0.730681
24.635	11.8469	-2.45229	-2.26258	15.6012	0.646408
24.64	10.6506	-1.45595	-2.18977	15.607	0.541453
24.645	12.9822	-0.317723	-1.93495	15.6045	0.420221
24.65	16.3147	0.837972	-1.22488	15.5936	0.288664
24.655	18.5608	1.88461	0.0860096	15.574	0.151998
24.66	20.1416	2.70968	1.75905	15.5458	0.0146518
24.665	20.3003	3.22768	3.188	15.5088	-0.118918
24.67	19.8853	3.38815	3.68592	15.4633	-0.243323
24.675	20.752	3.18054	2.88342	15.4097	-0.353687
24.68	18.8965	2.63485	0.98643	15.3485	-0.445761
24.685	16.2903	1.81792	-1.27306	15.2804	-0.516431
24.69	12.207	0.825777	-2.99018	15.206	-0.563697
24.695	8.74634	-0.228027	-3.53949	15.1258	-0.586482
24.7	9.29565	-1.22614	-2.87043	15.0403	-0.58494
24.705	11.0168	-2.06072	-1.4676	14.9505	-0.560197
24.71	11.7004	-2.646	-0.0150108	14.8577	-0.514218
24.715	12.4451	-2.92526	1.00901	14.7631	-0.449701
24.72	13.0676	-2.87724	1.55231	14.6681	-0.370155
24.725	13.3789	-2.51727	1.8711	14.5731	-0.280299
24.73	13.5986	-1.89636	2.18412	14.4792	-0.185319
24.735	15.5273	-1.09352	2.37212	14.3874	-0.0898868
24.74	17.1326	-0.20459	1.99408	14.2994	0.00185208
24.745	16.8457	0.670494	0.652486	14.2165	0.0862913
24.75	14.4653	1.43781	-1.54295	14.1396	0.159336
24.755	12.0728	2.01888	-3.80082	14.0695	0.216719
24.76	12.0056	2.35814	-4.96656	14.0073	0.255352
24.765	13.855	2.43107	-4.18987	13.9543	0.273105
24.77	16.04	2.24349	-1.52658	13.9111	0.270115
24.775	17.4866	1.82941	1.96241	13.8782	0.246875
24.78	19.2627	1.24489	4.72837	13.8564	0.204471
24.785	19.4519	0.561315	5.56734	13.846	0.14428
24.79	18.7439	-0.142098	4.25055	13.8472	0.068613
24.795	15.4602	-0.7882	1.54881	13.8603	-0.0188266
24.8	10.6262	-1.31261	-1.30926	13.8856	-0.11361
24.805	7.13501	-1.66818	-3.33467	13.9237	-0.210908
24.81	6.09131	-1.82936	-4.16338	13.9747	-0.30584
24.815	7.05566	-1.79216	-3.94203	14.038	-0.393678
24.82	10.1685	-1.57437	-2.94544	14.113	-0.469988
24.825	13.1714	-1.21198	-1.3149	14.1988	-0.530302
24.83	14.7034	-0.75316	0.850324	14.295	-0.571623
24.835	14.9475	-0.25185	3.17309	14.4012	-0.591266
24.84	15.625	0.237968	4.84752	14.5164	-0.587288
24.845	21.3318	0.666953	4.93575	14.6397	-0.557976
24.85	21.3623	0.996493	3.00269	14.7694	-0.503237
24.855	18.0115	1.20133	-0.369916	14.9042	-0.424501
24.86	10.5835	1.27205	-3.68297	15.0432	-0.323888
24.865	8.23975	1.21437	-5.29733	15.1853	-0.203952
24.87	11.8958	1.04546	-4.41966	15.3292	-0.0684529
24.875	16.2598	0.792405	-1.63666	15.4734	0.0776362
24.88	19.1223	0.487238	1.42731	15.6159	0.228774
24.885	19.8669	0.164597	3.11234	15.7557	0.379786
24.89	19.1711	-0.142418	2.73652	15.8922	0.525627
24.895	17.7856	-0.405298	0.939919	16.0244	0.660558
24.9	16.3696	-0.602769	-0.851379	16.1507	0.779531
24.905	15.5334	-0.722241	-1.43422	16.2692	0.877994
24.91	15.6616	-0.760424	-0.59792	16.3787	0.951917
24.915	18.2495	-0.722646	0.85652	16.4788	0.998523
24.92	20.1782	-0.620441	1.78047	16.5685	1.01551
24.925	19.9036	-0.470308	1.51205	16.647	1.00199
24.93	16.748	-0.291907	0.250957	16.7133	0.958082
24.935	13.5193	-0.106064	-1.20026	16.7669	0.884242
24.94	13.446	0.0677809	-2.06849	16.8075	0.781853
24.945	15.3748	0.213326	-2.08322	16.8351	0.653281
24.95	16.98	0.319244	-1.47196	16.8492	0.501717
24.955	17.4011	0.377619	-0.609206	16.8505	0.331347
24.96	17.3096	0.38697	0.311493	16.8392	0.146722
24.965	16.8518	0.351631	1.27121	16.8156	-0.0471004
24.97	15.5151	0.282344	2.15755	16.7797	-0.244701
24.975	19.4153	0.193072	2.57236	16.7321	-0.440864
24.98	20.9839	0.0981252	1.99849	16.674	-0.630192
24.985	19.3542	0.0112781	0.280456	16.6064	-0.807912
24.99	12.8174	-0.0554078	-1.97778	16.5304	-0.969469
24.995	6.9397	-0.0930739	-3.54182	16.4472	-1.11071
25	9.10034	-0.0985146	-3.26464	16.358	-1.22693
25.005	16.3391	-0.0730625	-0.974621	16.264	-1.31403
25.01	19.9341	-0.0230702	2.16215	16.1668	-1.3691
25.015	19.5557	0.0409455	4.20037	16.0681	-1.39111
25.02	15.6921	0.104736	3.64118	15.9692	-1.37965
25.025	12.1765	0.152909	0.532259	15.8714	-1.33459
25.03	11.9263	0.172532	-3.37318	15.7756	-1.25659
25.035	12.9639	0.154487	-5.61635	15.6833	-1.14677
25.04	13.9038	0.0953207	-4.60151	15.5961	-1.00717
25.045	14.5386	-0.00219751	-0.702179	15.5156	-0.840578
25.05	15.1978	-0.127856	3.87966	15.4431	-0.65106
25.055	19.5251	-0.265291	6.45962	15.3798	-0.443473
25.06	22.7783	-0.394572	5.54906	15.3272	-0.222917
25.065	20.3125	-0.493769	1.77059	15.2865	0.00597969
25.07	13.4644	-0.541669	-2.59442	15.2585	0.238345
25.075	6.16455	-0.52189	-5.09107	15.2436	0.469147
25.08	7.18384	-0.426149	-4.61462	15.242	0.692711
25.085	13.6536	-0.257281	-1.96442	15.2548	0.902983
25.09	19.3298	-0.0280887	0.858355	15.2828	1.09441
25.095	20.7825	0.239537	2.07754	15.3266	1.26244
25.1	18.7134	0.516251	1.28225	15.3856	1.40284
25.105	15.9668	0.767215	-0.453002	15.4597	1.51198
25.11	16.3452	0.955428	-1.46431	15.5482	1.58607
25.115	17.2363	1.04864	-0.731353	15.6507	1.62299
25.12	19.5068	1.02445	1.42121	15.7668	1.62176
25.125	25.1953	0.874026	3.57157	15.8962	1.5812
25.13	24.408	0.603435	4.18047	16.0386	1.50087
25.135	20.6543	0.232709	2.58757	16.1928	1.3812
25.14	12.4695	-0.203125	-0.595546	16.3575	1.22446
25.145	9.42993	-0.656872	-3.88272	16.5316	1.0342
25.15	12.1155	-1.07411	-5.76954	16.7139	0.814161
25.155	14.8376	-1.39994	-5.47034	16.903	0.56875
25.16	14.9902	-1.58732	-3.18441	17.0975	0.302701
25.165	15.0085	-1.60283	0.148768	17.2961	0.0225606
25.17	15.8569	-1.43156	3.3342	17.4974	-0.264573
25.175	18.396	-1.08014	5.36163	17.6999	-0.550687
25.18	27.063	-0.576498	5.66232	17.9021	-0.828196
25.185	26.5015	0.0305981	4.19627	18.1028	-1.09045
25.19	21.5332	0.676631	1.44156	18.301	-1.33087
25.195	11.4807	1.28756	-1.71087	18.4954	-1.54283
25.2	9.40552	1.78893	-4.19933	18.6841	-1.72004
25.205	15.3503	2.11487	-5.1693	18.8654	-1.857
25.21	19.4397	2.2168	-4.34233	19.0383	-1.94943
25.215	18.0298	2.07036	-2.165	19.202	-1.99417
25.22	13.8184	1.67934	0.38252	19.356	-1.98922
25.225	16.5588	1.07702	2.27474	19.499	-1.93363
25.23	22.3083	0.323608	2.93375	19.6308	-1.82804
25.235	23.5596	-0.499881	2.46175	19.7507	-1.67473
25.24	19.4458	-1.30099	1.46997	19.8586	-1.47798
25.245	14.4531	-1.98589	0.63312	19.9542	-1.24271
25.25	13.7878	-2.47048	0.284224	20.0367	-0.974551
25.255	18.8904	-2.68991	0.270224	20.1058	-0.679675
25.26	20.0928	-2.60876	0.147222	20.1614	-0.365402
25.265	18.6462	-2.22658	-0.452035	20.2039	-0.0404332
25.27	16.0583	-1.57853	-1.51053	20.2341	0.286338
25.275	14.3738	-0.731883	-2.56731	20.2528	0.606073
25.28	17.3035	0.220612	-2.9472	20.2604	0.909268
25.285	22.0398	1.17061	-2.16338	20.2575	1.1874
25.29	26.001	2.00681	-0.267463	20.2444	1.43235
25.295	27.8625	2.62836	2.05399	20.2218	1.63876
25.3	26.9287	2.95842	3.7402	20.1903	1.80167
25.305	27.2034	2.95302	3.87825	20.1511	1.91677
25.31	27.7222	2.6074	2.25896	20.1052	1.98028
25.315	26.3672	1.95723	-0.401189	20.0539	1.98969
25.32	23.4741	1.07496	-2.74888	19.9979	1.94489
25.325	19.0063	0.0624417	-3.5277	19.9383	1.84785
25.33	17.395	-0.961009	-2.33901	19.8758	1.70213
25.335	17.1997	-1.87321	0.0565714	19.8113	1.51246
25.34	21.0938	-2.56421	2.14569	19.7456	1.28429
25.345	21.2585	-2.95021	2.59174	19.6796	1.02376
25.35	19.9158	-2.98422	1.1121	19.6141	0.737905
25.355	15.2527	-2.66178	-1.28854	19.5494	0.435023
25.36	12.7502	-2.02302	-2.9474	19.4858	0.12414
25.365	15.3442	-1.14657	-2.66137	19.4238	-0.185174
25.37	18.7439	-0.140862	-0.527016	19.3645	-0.483914
25.375	20.1538	0.870546	2.09532	19.308	-0.764138
25.38	22.4854	1.76351	3.49775	19.2539	-1.01866
25.385	24.8047	2.42837	2.79058	19.202	-1.24153
25.39	23.5291	2.78433	0.506806	19.1518	-1.42724
25.395	18.8477	2.79018	-1.79871	19.1035	-1.57129
25.4	13.5315	2.44914	-2.64346	19.0566	-1.67054
25.405	13.7024	1.80913	-1.65481	19.0106	-1.72337
25.41	21.5515	0.95552	0.222692	18.9648	-1.72995
25.415	22.5281	0.000583651	1.46709	18.9188	-1.69154
25.42	19.1162	-0.931909	1.12187	18.8718	-1.61069
25.425	12.1704	-1.72378	-0.506549	18.8231	-1.49064
25.43	9.92432	-2.27626	-2.09233	18.7718	-1.33587
25.435	13.739	-2.52303	-2.28556	18.7169	-1.15174
25.44	17.8406	-2.4381	-0.713379	18.6571	-0.944738
25.445	19.4092	-2.03918	1.72297	18.5913	-0.721916
25.45	19.7388	-1.38505	3.45765	18.5185	-0.490191
25.455	19.6106	-0.566647	3.34493	18.4382	-0.256257
25.46	18.9148	0.305569	1.42001	18.3498	-0.0265375
25.465	19.2017	1.11568	-1.15048	18.2521	0.192652
25.47	18.2007	1.75972	-2.88843	18.1444	0.39563
25.475	15.9729	2.15799	-2.97139	18.0255	0.577408
25.48	19.6228	2.26569	-1.6906	17.8941	0.73379
25.485	20.3857	2.07671	-0.130872	17.7496	0.861371
25.49	21.9604	1.62372	0.667211	17.5912	0.957664
25.495	18.9331	0.973503	0.432154	17.4189	1.02135
25.5	15.8813	0.217213	-0.206923	17.2329	1.05221
25.505	16.7114	-0.542818	-0.265414	17.033	1.05084
25.51	18.6218	-1.20672	0.777596	16.8191	1.0188
25.515	20.3674	-1.69175	2.48871	16.5911	0.95854
25.52	18.6523	-1.94176	3.67111	16.3491	0.873612
25.525	15.8997	-1.93422	3.1368	16.0933	0.768457
25.53	12.4084	-1.68104	0.57055	15.8239	0.647564
25.535	10.6934	-1.22612	-3.1038	15.5419	0.516331
25.54	11.2671	-0.638074	-6.10099	15.2489	0.379866
25.545	11.8835	0.000256747	-6.72375	14.9462	0.243405
25.55	11.7737	0.604319	-4.33878	14.6346	0.111602
25.555	12.7502	1.09899	0.186796	14.3152	-0.0115835
25.56	15.5762	1.42796	4.86145	13.9893	-0.122516
25.565	26.2024	1.5603	7.55663	13.6583	-0.217635
25.57	27.2766	1.49331	7.0734	13.3236	-0.293943
25.575	21.7041	1.25099	3.71495	12.9869	-0.349318
25.58	9.25293	0.878594	-0.913118	12.6499	-0.383683
25.585	2.49634	0.434991	-4.7354	12.3143	-0.397604
25.59	5.53589	-0.0165754	-6.22085	11.9821	-0.392379
25.595	9.80225	-0.418446	-5.04774	11.6547	-0.368886
25.6	10.6506	-0.724809	-2.13065	11.3342	-0.328636
25.605	9.79614	-0.907342	0.959172	11.022	-0.274371
25.61	9.69849	-0.957628	2.81867	10.72	-0.209641
25.615	10.3394	-0.887196	2.87605	10.4297	-0.138905
25.62	9.77173	-0.723691	1.56101	10.153	-0.0666173
25.625	11.1023	-0.503826	-0.0419523	9.8915	0.00287771
25.63	11.7615	-0.266277	-0.857918	9.64653	0.0656295
25.635	10.3088	-0.0458613	-0.432816	9.41939	0.118041
25.64	7.17163	0.131319	0.83631	9.2112	0.156505
25.645	9.68018	0.251087	1.9603	9.0228	0.178288
25.65	11.4502	0.311648	1.96735	8.85474	0.181707
25.655	12.4573	0.32044	0.528003	8.70736	0.165851
25.66	6.96411	0.292683	-1.77115	8.58111	0.130329
25.665	3.49121	0.247083	-3.70175	8.47651	0.0748666
25.67	4.54712	0.201931	-4.08824	8.39387	0.000374845
25.675	6.14624	0.170164	-2.52823	8.33349	-0.0907139
25.68	6.71997	0.157261	0.309565	8.29516	-0.195074
25.685	9.36279	0.161372	3.02889	8.27854	-0.30852
25.69	12.4207	0.174372	4.27858	8.28276	-0.426751
25.695	15.1611	0.184023	3.51471	8.30695	-0.545561
25.7	12.0056	0.175646	1.27384	8.35041	-0.660135
25.705	5.78613	0.13824	-1.18829	8.41204	-0.765342
25.71	1.59302	0.0678025	-2.65873	8.49064	-0.854871
25.715	3.68652	-0.0305906	-2.62386	8.5848	-0.92304
25.72	9.68018	-0.143921	-1.4489	8.69321	-0.96509
25.725	12.0483	-0.253734	-0.00588738	8.81449	-0.977618
25.73	9.8999	-0.339445	0.922733	8.94691	-0.958422
25.735	5.31616	-0.381779	1.06207	9.08879	-0.906063
25.74	3.8208	-0.367491	0.660861	9.23914	-0.819786
25.745	8.63037	-0.292882	0.173142	9.39629	-0.699919
25.75	11.7554	-0.164107	-0.105409	9.55831	-0.548493
25.755	12.3901	0.00130132	-0.162577	9.72286	-0.36894
25.76	8.92944	0.17713	-0.156198	9.88802	-0.165036
25.765	5.82275	0.331299	-0.194561	10.0527	0.0574173
25.77	8.91724	0.432389	-0.245852	10.2157	0.291853
25.775	13.0066	0.45621	-0.217837	10.3756	0.530387
25.78	14.5813	0.390637	-0.0865023	10.5309	0.765269
25.785	12.7747	0.238784	0.0529688	10.6806	0.989185
25.79	10.0098	0.0201624	0.0865059	10.8234	1.19439
25.795	11.2976	-0.231261	0.0133946	10.9582	1.37268
25.8	12.6648	-0.472469	-0.0211956	11.0842	1.51569
25.805	13.3179	-0.656254	0.144805	11.2008	1.61664
25.81	11.3647	-0.741611	0.501115	11.3072	1.67056
25.815	12.4695	-0.69892	0.796443	11.4026	1.67496
25.82	13.7329	-0.518195	0.689916	11.4871	1.62865
25.825	13.9099	-0.211137	0.0293435	11.5609	1.53102
25.83	12.146	0.187871	-0.955208	11.6243	1.38334
25.835	10.1563	0.624558	-1.7291	11.6769	1.18874
25.84	11.3586	1.03186	-1.76158	11.7187	0.952425
25.845	13.4888	1.33893	-0.89933	11.7501	0.680561
25.85	16.3879	1.48357	0.485601	11.7717	0.380442
25.855	16.394	1.42317	1.67504	11.7842	0.0606687
25.86	14.8621	1.1427	2.03326	11.7881	-0.268713
25.865	11.3708	0.658733	1.39839	11.7843	-0.597131
25.87	10.4248	0.0193108	0.186328	11.7737	-0.914189
25.875	10.6934	-0.700688	-0.879857	11.7572	-1.20978
25.88	10.2905	-1.40602	-1.22546	11.736	-1.47492
25.885	7.56836	-1.99447	-0.782065	11.7109	-1.70136
25.89	5.15137	-2.37192	-0.00744924	11.6827	-1.88196
25.895	6.18896	-2.46628	0.445515	11.6527	-2.01033
25.9	7.83691	-2.24031	0.203515	11.6217	-2.08138
25.905	8.38013	-1.69797	-0.542137	11.5909	-2.09266
25.91	7.42798	-0.886985	-1.14556	11.5607	-2.04449
25.915	8.3252	0.104562	-0.968682	11.5319	-1.93905
25.92	10.6628	1.15838	0.120243	11.5058	-1.77985
25.925	13.324	2.14019	1.54988	11.4832	-1.57155
25.93	15.1123	2.91749	2.34976	11.4645	-1.32081
25.935	15.2893	3.37742	1.78791	11.4497	-1.03554
25.94	14.2334	3.44289	-0.0548247	11.4389	-0.725633
25.945	12.0728	3.08492	-2.20074	11.433	-0.401283
25.95	10.8276	2.32804	-3.31453	11.4323	-0.0726294
25.955	10.9863	1.2496	-2.55924	11.4369	0.250762
25.96	11.0657	-0.0291333	-0.204203	11.4466	0.559981
25.965	10.022	-1.35587	2.45437	11.461	0.846142
25.97	13.8916	-2.56683	3.86383	11.4799	1.10068
25.975	14.1052	-3.50709	3.18086	11.5031	1.31606
25.98	13.0981	-4.05201	0.800823	11.53	1.48675
25.985	6.32935	-4.12394	-1.9034	11.5607	1.6092
25.99	2.94189	-3.70258	-3.45745	11.5946	1.68189
25.995	6.56128	-2.82891	-3.17862	11.631	1.70462
26	12.2437	-1.60137	-1.50768	11.6684	1.67916
26.005	16.3452	-0.164065	0.405988	11.7058	1.60837
26.01	18.4082	1.31128	1.54025	11.7427	1.49717
26.015	17.4744	2.64629	1.62116	11.7787	1.35066
26.02	17.1265	3.67804	1.13471	11.8132	1.17515
26.025	16.2231	4.2795	0.775249	11.845	0.977713
26.03	17.5842	4.37552	0.825397	11.8733	0.765859
26.035	20.7214	3.95463	0.955755	11.8973	0.54744
26.04	17.6819	3.06893	0.575978	11.9162	0.329464
26.045	12.854	1.82742	-0.565645	11.9292	0.118201
26.05	6.70776	0.381769	-2.04521	11.9363	-0.0807844
26.055	5.34058	-1.09234	-2.96316	11.9374	-0.262917
26.06	7.6416	-2.41639	-2.56636	11.9321	-0.424777
26.065	8.56934	-3.43175	-0.824643	11.9199	-0.56465
26.07	8.14209	-4.01996	1.465	11.9003	-0.681439
26.075	9.0271	-4.11683	3.12684	11.8726	-0.77483
26.08	9.64355	-3.71914	3.30959	11.837	-0.845055
26.085	9.61304	-2.88465	1.969	11.7939	-0.893379
26.09	8.06274	-1.72346	-0.146858	11.7436	-0.922331
26.095	7.36694	-0.384006	-1.96715	11.6869	-0.935095
26.1	9.33838	0.965509	-2.69338	11.6243	-0.934935
26.105	11.9446	2.15987	-2.16658	11.5565	-0.924884
26.11	13.1165	3.05518	-0.840405	11.484	-0.90749
26.115	13.4766	3.54871	0.55346	11.4075	-0.884715
26.12	12.5488	3.58981	1.40268	11.3277	-0.857791
26.125	15.7715	3.18575	1.46897	11.2455	-0.828183
26.13	15.9302	2.39904	0.912145	11.1618	-0.797134
26.135	14.801	1.33756	0.13826	11.0778	-0.764468
26.14	9.7168	0.141285	-0.435142	10.9951	-0.728774
26.145	6.65283	-1.03626	-0.579225	10.9153	-0.687472
26.15	7.84912	-2.04725	-0.347521	10.8394	-0.638609
26.155	10.1624	-2.76854	-0.0195924	10.7682	-0.580664
