¬í	EMG	EMG ¿n¤À
41.244	-0.0561523	0.0446594
41.246	0.0299072	0.0448853
41.248	0.00915527	0.0439453
41.25	0.00610352	0.0434631
41.252	0.0622559	0.0439941
41.254	0.0994873	0.0436584
41.256	-0.067749	0.044043
41.258	-0.00854492	0.0439941
41.26	-0.0585938	0.0430725
41.262	0.0415039	0.0421875
41.264	0.0128174	0.0421692
41.266	-0.0317383	0.0416992
41.268	-0.0598145	0.0418335
41.27	0.0189209	0.0415771
41.272	-0.0366211	0.0416077
41.274	-0.0653076	0.0413391
41.276	0.0390625	0.0414063
41.278	0.0445557	0.0415222
41.28	-0.012207	0.0413086
41.282	-0.0366211	0.0414368
41.284	0.0164795	0.0414246
41.286	0.0701904	0.0417236
41.288	-0.00488281	0.0411133
41.29	0.00976563	0.0408142
41.292	0.0317383	0.0409424
41.294	0.0750732	0.041156
41.296	0.0726318	0.0415161
41.298	-0.0164795	0.0413818
41.3	-0.0109863	0.0413269
41.302	0.112305	0.0414307
41.304	-0.00366211	0.0410217
41.306	0.00244141	0.0406799
41.308	-0.00854492	0.0405396
41.31	-0.0482178	0.0406006
41.312	-0.0512695	0.0407288
41.314	-0.0256348	0.0405273
41.316	0.0128174	0.0404602
41.318	-0.0323486	0.040332
41.32	-0.0219727	0.0400757
41.322	-0.0518799	0.0404785
41.324	0.000610352	0.0403076
41.326	0.0592041	0.0401184
41.328	0.0634766	0.0399353
41.33	0.0305176	0.0396362
41.332	0.0634766	0.0402161
41.334	-0.0396729	0.0401978
41.336	-0.00488281	0.0401062
41.338	0.0799561	0.0407288
41.34	-0.0616455	0.0407837
41.342	0.00427246	0.0404968
41.344	-0.0109863	0.0401978
41.346	-0.0360107	0.0401123
41.348	-0.135498	0.0405823
41.35	0.0012207	0.0405212
41.352	0.0189209	0.0396118
41.354	-0.03479	0.0392578
41.356	0.0683594	0.0395569
41.358	-0.00488281	0.0394653
41.36	0.00427246	0.0394531
41.362	0.0238037	0.0393982
41.364	0.0256348	0.0395996
41.366	-0.0134277	0.0394348
41.368	0.0311279	0.0395325
41.37	0.0463867	0.0397705
41.372	-0.088501	0.0405457
41.374	-0.0488281	0.0409485
41.376	-0.00671387	0.0410034
41.378	-0.0463867	0.0414246
41.38	-0.0622559	0.0409302
41.382	0.0115967	0.040448
41.384	-0.0506592	0.0408875
41.386	-0.00366211	0.0405457
41.388	-0.000610352	0.04021
41.39	0.0848389	0.0407166
41.392	-0.0323486	0.0408875
41.394	0.0384521	0.041156
41.396	0.0341797	0.0412292
41.398	0.148315	0.0421448
41.4	0.144653	0.0434937
41.402	-0.00793457	0.0426331
41.404	0.0305176	0.0421265
41.406	-0.00915527	0.0413757
41.408	0.0201416	0.0407166
41.41	0.0561523	0.0407532
41.412	-0.0744629	0.0413452
41.414	-0.0396729	0.0415833
41.416	-0.0744629	0.0419128
41.418	0.0543213	0.0423828
41.42	-0.00305176	0.0414978
41.422	-0.122681	0.0427185
41.424	0.045166	0.0421204
41.426	0.00427246	0.041449
41.428	-0.00366211	0.0409668
41.43	-0.0500488	0.0404541
41.432	-0.0335693	0.0394104
41.434	-0.00183105	0.0391113
41.436	-0.0439453	0.0391296
41.438	-0.00305176	0.0387024
41.44	-0.0195313	0.0386169
41.442	0.057373	0.0389648
41.444	0.00732422	0.0384766
41.446	-0.0354004	0.0385315
41.448	0.0170898	0.0386108
41.45	-0.0689697	0.0392395
41.452	-0.0164795	0.0387817
41.454	0.0793457	0.0385803
41.456	0.0622559	0.0385254
41.458	-0.0756836	0.0391968
41.46	0.0244141	0.038855
41.462	0.043335	0.0388733
41.464	0.0714111	0.0394592
41.466	-0.0817871	0.0399597
41.468	0.0946045	0.0403076
41.47	-0.0982666	0.0411011
41.472	-0.0537109	0.041272
41.474	-0.0750732	0.0413696
41.476	-0.000610352	0.0409851
41.478	-0.00671387	0.0406067
41.48	-0.0195313	0.0406799
41.482	0.0201416	0.0405151
41.484	-0.0628662	0.040979
41.486	0.0787354	0.0410645
41.488	0.00183105	0.0410339
41.49	0.0201416	0.0411377
41.492	0.0476074	0.0412964
41.494	0.0421143	0.0409668
41.496	0.0408936	0.0406494
41.498	0.126343	0.041748
41.5	0.0012207	0.0416504
41.502	0.0756836	0.0412842
41.504	0.10376	0.0422852
41.506	-0.111084	0.0433716
41.508	-0.0378418	0.0436646
41.51	0.0805664	0.043988
41.512	-0.130615	0.0447815
41.514	-0.0921631	0.0454468
41.516	-0.109863	0.0464172
41.518	-0.0231934	0.0463257
41.52	0.045166	0.0465576
41.522	0.043335	0.0464722
41.524	-0.0897217	0.0473633
41.526	0.0250244	0.0470215
41.528	0.0390625	0.0467773
41.53	-0.0250244	0.0467224
41.532	-0.0384521	0.0464722
41.534	-0.0531006	0.0466064
41.536	-0.0427246	0.0469849
41.538	0.0946045	0.0471313
41.54	0.00549316	0.0465698
41.542	0	0.0465271
41.544	0.0646973	0.0470642
41.546	0.139771	0.0481018
41.548	0.0140381	0.0468872
41.55	0.0878906	0.0477539
41.552	-0.111084	0.0486755
41.554	0.022583	0.0485535
41.556	0.0170898	0.0480408
41.558	0.0408936	0.0484009
41.56	0.0305176	0.0486633
41.562	-0.112915	0.0495544
41.564	-0.0238037	0.0495361
41.566	0.0769043	0.0501709
41.568	-0.0256348	0.050116
41.57	-0.0720215	0.0503723
41.572	-0.0244141	0.0497314
41.574	-0.0360107	0.0496033
41.576	-0.0402832	0.049939
41.578	-0.0366211	0.0498413
41.58	0.0158691	0.0493774
41.582	0.0512695	0.0497742
41.584	0.0183105	0.0494507
41.586	0.057373	0.0499878
41.588	0.0476074	0.0504578
41.59	-0.0518799	0.0501282
41.592	0.0299072	0.0501038
41.594	-0.00671387	0.0497864
41.596	0.108032	0.0505249
41.598	-0.10498	0.0500916
41.6	-0.0604248	0.0492493
41.602	0.03479	0.0495178
41.604	0.0634766	0.0498474
41.606	0.0909424	0.0506653
41.608	-0.203857	0.0525024
41.61	-0.000610352	0.051947
41.612	0.0286865	0.0514893
41.614	-0.00610352	0.0511536
41.616	-0.00610352	0.05047
41.618	-0.148315	0.0514099
41.62	-0.0268555	0.0516479
41.622	0.0305176	0.0507263
41.624	-0.020752	0.0504822
41.626	-0.0592041	0.0510315
41.628	0.0183105	0.051178
41.63	0.0848389	0.0515259
41.632	0.113525	0.0523254
41.634	-0.0634766	0.0529419
41.636	0.0372314	0.0528748
41.638	-0.0848389	0.0536926
41.64	0.0671387	0.0541687
41.642	0.0384521	0.0539795
41.644	-0.0842285	0.0547485
41.646	-0.123901	0.0556335
41.648	-0.0140381	0.055603
41.65	-0.0366211	0.0552795
41.652	-0.045166	0.0555664
41.654	0.00183105	0.0547913
41.656	0.0305176	0.0544739
41.658	0.0726318	0.0544434
41.66	0.102539	0.0552246
41.662	0.0372314	0.0551636
41.664	-0.0335693	0.0547852
41.666	0.0640869	0.0546082
41.668	0.0762939	0.054425
41.67	0.00915527	0.0535339
41.672	-0.0213623	0.0532104
41.674	0.0164795	0.0526245
41.676	0.00915527	0.05271
41.678	-0.00610352	0.0527039
41.68	-0.098877	0.0534973
41.682	0.0445557	0.0537415
41.684	0.101929	0.0541321
41.686	-0.0793457	0.0541382
41.688	0.0158691	0.0542786
41.69	-0.0500488	0.0545776
41.692	0.00915527	0.0541931
41.694	-0.0292969	0.0540649
41.696	-0.0238037	0.053894
41.698	-0.0292969	0.0529236
41.7	0.0238037	0.0531494
41.702	-0.0158691	0.0525513
41.704	-0.0927734	0.0524414
41.706	-0.0305176	0.0516357
41.708	0.0738525	0.0519958
41.71	-0.0134277	0.0513245
41.712	-0.00793457	0.0500977
41.714	0.045166	0.0496277
41.716	0.0262451	0.0487915
41.718	-0.0152588	0.0487122
41.72	0.133667	0.0495972
41.722	0.12085	0.0503723
41.724	-0.147705	0.0509521
41.726	-0.0958252	0.0516602
41.728	-0.00854492	0.051355
41.73	-0.0286865	0.0513916
41.732	-0.0012207	0.0510193
41.734	-0.108032	0.0515686
41.736	-0.0317383	0.0514587
41.738	-0.0567627	0.0510803
41.74	-0.0402832	0.0514282
41.742	0.0854492	0.0522827
41.744	0.0848389	0.0524841
41.746	-0.00976563	0.0511841
41.748	0.0933838	0.0519775
41.75	-0.0372314	0.0514709
41.752	0.0372314	0.0507324
41.754	-0.0268555	0.0507751
41.756	-0.0109863	0.0507141
41.758	-0.032959	0.0506348
41.76	-0.00976563	0.0504272
41.762	0.00305176	0.0493286
41.764	0.067749	0.0497681
41.766	0.065918	0.0496582
41.768	0.000610352	0.049408
41.77	0.0524902	0.0492126
41.772	0.131836	0.0502869
41.774	-0.0695801	0.0506226
41.776	0.112915	0.0513489
41.778	0.00488281	0.0510315
41.78	-0.0494385	0.0513672
41.782	-0.0744629	0.0515991
41.784	-0.0469971	0.051886
41.786	-0.0720215	0.0520325
41.788	-0.0354004	0.0519104
41.79	-0.119019	0.0525818
41.792	-0.000610352	0.0522888
41.794	-0.012207	0.0523438
41.796	-0.111084	0.0523743
41.798	-0.0262451	0.0515869
41.8	0.0561523	0.0515442
41.802	-0.00671387	0.0512634
41.804	-0.03479	0.0509766
41.806	0.000610352	0.0500732
41.808	0.0109863	0.0481445
41.81	0.0982666	0.0491211
41.812	0.000610352	0.0488403
41.814	0.0170898	0.0489502
41.816	0.0390625	0.0492798
41.818	0.0158691	0.0479553
41.82	0.0244141	0.0479309
41.822	-0.0146484	0.0477722
41.824	0.100708	0.0485718
41.826	0.0854492	0.0488342
41.828	0.0878906	0.04953
41.83	-0.101318	0.0496948
41.832	-0.0634766	0.0491943
41.834	0.065918	0.0492187
41.836	-0.0262451	0.0491089
41.838	-0.114136	0.0494019
41.84	-0.125732	0.0499878
41.842	-0.0708008	0.0503113
41.844	-0.067749	0.0501465
41.846	-0.109863	0.0500061
41.848	0.0274658	0.0501404
41.85	0.0158691	0.0499329
41.852	0.0750732	0.0502319
41.854	0.126343	0.0514771
41.856	0.000610352	0.051178
41.858	0.00793457	0.050531
41.86	0.0250244	0.0497559
41.862	0.0012207	0.0493958
41.864	-0.0146484	0.0492065
41.866	-0.0488281	0.049054
41.868	-0.0372314	0.0486633
41.87	0.0610352	0.0491821
41.872	0.00305176	0.048999
41.874	0.00915527	0.0489258
41.876	0	0.0488342
41.878	0.0598145	0.0493713
41.88	0.0244141	0.0486267
41.882	-0.0134277	0.0483154
41.884	0.0390625	0.0476868
41.886	0.00549316	0.0469482
41.888	0.00610352	0.0468506
41.89	-0.0299072	0.0466492
41.892	0.0292969	0.0468506
41.894	-0.0524902	0.0470825
41.896	0.0268555	0.047113
41.898	-0.0244141	0.0470642
41.9	-0.0415039	0.0472412
41.902	0.0256348	0.0473389
41.904	0.032959	0.0467407
41.906	0.0592041	0.0470276
41.908	0.0152588	0.0464417
41.91	-0.0708008	0.0470154
41.912	-0.0201416	0.0471375
41.914	0.0524902	0.0472107
41.916	0.0494385	0.0474426
41.918	-0.103149	0.0483215
41.92	0.0396729	0.0473816
41.922	-0.0689697	0.0468628
41.924	-0.0842285	0.046228
41.926	0.055542	0.0458252
41.928	0.0128174	0.0458679
41.93	-0.0305176	0.0458862
41.932	-0.0390625	0.0462646
41.934	0.0476074	0.0456604
41.936	-0.0848389	0.0461914
41.938	-0.0286865	0.0459106
41.94	0.15564	0.0470642
41.942	0.00549316	0.0462646
41.944	-0.0134277	0.0455505
41.946	-0.00732422	0.0455261
41.948	0.00610352	0.0446533
41.95	-0.0012207	0.0442932
41.952	0.0146484	0.0440674
41.954	-0.0628662	0.0444275
41.956	0.0250244	0.0445679
41.958	-0.0714111	0.0449524
41.96	0.0878906	0.0457336
41.962	0.0183105	0.0458862
41.964	-0.0177002	0.0453857
41.966	0.020752	0.0449341
41.968	0.0817871	0.0457458
41.97	0.109863	0.0463196
41.972	-0.111084	0.0461121
41.974	0.0909424	0.0463257
41.976	-0.0201416	0.0453979
41.978	-0.0341797	0.0456909
41.98	-0.03479	0.0455444
41.982	-0.0195313	0.0449951
41.984	-0.0469971	0.0449951
41.986	0.0646973	0.0449219
41.988	0.0701904	0.0452698
41.99	0.00793457	0.0441589
41.992	-0.169678	0.0458496
41.994	0.055542	0.046283
41.996	0.0445557	0.0456177
41.998	-0.045166	0.0458069
42	0.0274658	0.04552
42.002	-0.0561523	0.0460144
42.004	-0.0299072	0.0459656
42.006	-0.0854492	0.046814
42.008	0.0872803	0.0475769
42.01	-0.0317383	0.0469116
42.012	0.0946045	0.0478516
42.014	-0.126343	0.0489441
42.016	0.0897217	0.0494507
42.018	0.0390625	0.0496826
42.02	0.0140381	0.0495789
42.022	-0.00793457	0.0495117
42.024	0.0286865	0.0487915
42.026	0.0384521	0.0483215
42.028	0.0323486	0.0477661
42.03	-0.022583	0.0469788
42.032	0.0158691	0.0465027
42.034	0.00671387	0.0459106
42.036	0.0146484	0.0457947
42.038	-0.0891113	0.0455444
42.04	-0.0146484	0.0444336
42.042	-0.0219727	0.0439453
42.044	-0.00549316	0.0433228
42.046	0.0720215	0.0429443
42.048	0.0231934	0.0429016
42.05	-0.136108	0.044104
42.052	-0.0500488	0.0438538
42.054	-0.0164795	0.0427551
42.056	0.0292969	0.043042
42.058	-0.00610352	0.0430237
42.06	0.0292969	0.0430664
42.062	-0.0689697	0.0437439
42.064	-0.0109863	0.0437073
42.066	0.0604248	0.0438232
42.068	-0.0128174	0.0435791
42.07	0.0262451	0.0432312
42.072	-0.00427246	0.0432434
42.074	-0.0543213	0.0436951
42.076	-0.0378418	0.0440735
42.078	0.0140381	0.0436157
42.08	-0.00976563	0.0434692
42.082	0.0109863	0.0434448
42.084	-0.0256348	0.0433105
42.086	0.0817871	0.0440735
42.088	0.0360107	0.0443726
42.09	0.150757	0.0455811
42.092	0.0244141	0.0455322
42.094	0.0750732	0.0457581
42.096	0.132446	0.046814
42.098	-0.0219727	0.0467896
42.1	0.0671387	0.0470459
42.102	-0.0720215	0.0475098
42.104	-0.00305176	0.0472107
42.106	-0.151978	0.0481384
42.108	-0.107422	0.0490601
42.11	-0.0335693	0.0486877
42.112	-0.032959	0.0488159
42.114	-0.0170898	0.0484619
42.116	0.0274658	0.0482422
42.118	-0.0408936	0.0476196
42.12	-0.0561523	0.0477844
42.122	0.0866699	0.0479614
42.124	0.022583	0.047345
42.126	0.0854492	0.047644
42.128	-0.0695801	0.0482117
42.13	-0.067749	0.048584
42.132	0.0537109	0.0487305
42.134	0.0372314	0.0486267
42.136	0.0213623	0.0479919
42.138	-0.146484	0.0491699
42.14	0.0256348	0.0478699
42.142	0.0384521	0.0481995
42.144	-0.150146	0.0495667
42.146	0.0128174	0.0496216
42.148	0.00671387	0.0496277
42.15	-0.0579834	0.0501953
42.152	0.00305176	0.0500793
42.154	0.119629	0.050647
42.156	0.124512	0.0516418
42.158	0.107422	0.052002
42.16	0.00671387	0.0511902
42.162	0.117798	0.0521851
42.164	0.0775146	0.0527832
42.166	0.0445557	0.0530212
42.168	-0.0701904	0.0529053
42.17	-0.0482178	0.0522888
42.172	-0.0177002	0.051355
42.174	-0.103149	0.0514771
42.176	-0.102539	0.052301
42.178	0.0482178	0.0524414
42.18	-0.0708008	0.0528015
42.182	0.0744629	0.0533508
42.184	-0.0390625	0.0532715
42.186	-0.0128174	0.0527527
42.188	-0.126343	0.0533142
42.19	0.0598145	0.053833
42.192	-0.0360107	0.0524963
42.194	-0.10498	0.0529907
42.196	0.0421143	0.0529663
42.198	-0.0305176	0.0528198
42.2	-0.03479	0.0528931
42.202	0.0128174	0.0524597
42.204	0.0109863	0.0522705
42.206	-0.0244141	0.0516602
42.208	0.0146484	0.0509338
42.21	0.0921631	0.0515381
42.212	-0.0299072	0.0508911
42.214	0.0354004	0.0499817
42.216	0.134888	0.0504333
42.218	0.159912	0.0516418
42.22	0.010376	0.0516052
42.222	-0.00610352	0.0515869
42.224	-0.0415039	0.0517151
42.226	0.0915527	0.0522461
42.228	-0.0457764	0.0523804
42.23	-0.106201	0.0532166
42.232	-0.0482178	0.05354
42.234	-0.115356	0.0546265
42.236	-0.0115967	0.0545959
42.238	0.0231934	0.0539368
42.24	0.090332	0.0546936
42.242	-0.0726318	0.0552002
42.244	-0.0189209	0.0553345
42.246	0.0372314	0.0549866
42.248	-0.00183105	0.0547729
42.25	-0.00915527	0.0535034
42.252	-0.0183105	0.053186
42.254	-0.0134277	0.0531555
42.256	0.0274658	0.0531372
42.258	0.109253	0.0541687
42.26	-0.113525	0.055011
42.262	0.0238037	0.0545593
42.264	0.0378418	0.0548279
42.266	0.0201416	0.054425
42.268	-0.117188	0.0554687
42.27	-0.065918	0.0558655
42.272	-0.0927734	0.0567505
42.274	-0.0732422	0.0569397
42.276	0.00183105	0.0565796
42.278	0.00549316	0.0564941
42.28	-0.0231934	0.0566284
42.282	0.0823975	0.0573425
42.284	0.0372314	0.0574585
42.286	-0.00549316	0.0566956
42.288	0.010376	0.0564392
42.29	0.0848389	0.05578
42.292	0.0408936	0.0559448
42.294	-0.0402832	0.0555969
42.296	-0.101929	0.0552917
42.298	-0.0848389	0.0559204
42.3	0.0860596	0.0561096
42.302	0.0830078	0.0562195
42.304	-0.0109863	0.0562988
42.306	0.0463867	0.0552429
42.308	0.0115967	0.0542847
42.31	0.124512	0.0551941
42.312	0.00732422	0.0549377
42.314	-0.0177002	0.0549438
42.316	0.150757	0.0561768
42.318	0.0439453	0.0562073
42.32	-0.0372314	0.0560181
42.322	-0.0909424	0.0560608
42.324	-0.0183105	0.0560181
42.326	0.0305176	0.0554687
42.328	0.0476074	0.055249
42.33	-0.132446	0.055896
42.332	-0.137329	0.0567322
42.334	-0.00732422	0.0564331
42.336	-0.00366211	0.0562561
42.338	0.0280762	0.055072
42.34	-0.00854492	0.0549011
42.342	0.0280762	0.0547974
42.344	0.0616455	0.0539124
42.346	-0.161133	0.0553955
42.348	0.0793457	0.0561218
42.35	-0.0250244	0.0557922
42.352	-0.0646973	0.0564087
42.354	-0.0946045	0.0561584
42.356	-0.0952148	0.0558655
42.358	-0.0518799	0.0553101
42.36	0.0726318	0.0559692
42.362	0.0341797	0.0551331
42.364	0.0280762	0.0546387
42.366	-0.0177002	0.0543701
42.368	0.0531006	0.0541992
42.37	0.0646973	0.054364
42.372	0.0372314	0.0545593
42.374	-0.0183105	0.0537109
42.376	-0.0012207	0.0526978
42.378	-0.00488281	0.0522644
42.38	0.000610352	0.0515625
42.382	-0.0115967	0.0509338
42.384	-0.0244141	0.0507874
42.386	0.0189209	0.0508484
42.388	0.0134277	0.0497192
42.39	0.0012207	0.0491333
42.392	-0.010376	0.048877
42.394	-0.0195313	0.0480225
42.396	0.0219727	0.047821
42.398	0.0280762	0.0477966
42.4	0.0012207	0.0474609
42.402	0.010376	0.0474365
42.404	0.0274658	0.0476013
42.406	-0.00488281	0.047406
42.408	0.0231934	0.0474915
42.41	0.0219727	0.0467896
42.412	-0.0341797	0.0468323
42.414	0.0012207	0.0464905
42.416	-0.0012207	0.0451538
42.418	0.0189209	0.0437439
42.42	0.0341797	0.0439819
42.422	0.0323486	0.0442444
42.424	-0.0152588	0.0439819
42.426	0.0610352	0.0436768
42.428	0.0274658	0.0434937
42.43	0.0292969	0.0427246
42.432	-0.0268555	0.042511
42.434	-0.0128174	0.0414856
42.436	0.000610352	0.0413757
42.438	-0.0543213	0.041687
42.44	-0.055542	0.0413391
42.442	0.0146484	0.0407593
42.444	-0.0213623	0.0407837
42.446	0.0262451	0.0406738
42.448	-0.00427246	0.0406982
42.45	-0.0286865	0.0408936
42.452	0.00183105	0.0407288
42.454	0.0384521	0.040979
42.456	-0.0219727	0.0409241
42.458	-0.0280762	0.0401123
42.46	-0.0213623	0.0391907
42.462	-0.0128174	0.0390808
42.464	-0.0238037	0.0389404
42.466	0.0170898	0.0389099
42.468	0.0372314	0.0381104
42.47	-0.0744629	0.0381958
42.472	0.00305176	0.0372986
42.474	0.00671387	0.0366333
42.476	-0.012207	0.0367371
42.478	-0.00732422	0.0367554
42.48	-0.0250244	0.0367737
42.482	-0.0390625	0.0363403
42.484	-0.00244141	0.0359924
42.486	0.00488281	0.0359863
42.488	0.0311279	0.0361938
42.49	-0.0518799	0.0358643
42.492	0.0305176	0.0357605
42.494	0.00793457	0.035437
42.496	-0.00549316	0.0344727
42.498	0.00183105	0.0336426
42.5	-0.00488281	0.0328308
42.502	-0.00305176	0.0320313
42.504	-0.0164795	0.0320862
42.506	0.0109863	0.0317322
42.508	0.0219727	0.0318359
42.51	-0.010376	0.0306946
42.512	0.0305176	0.0309265
42.514	-0.0170898	0.0309204
42.516	0.00488281	0.0294617
42.518	0.00488281	0.029071
42.52	-0.0250244	0.028949
42.522	-0.000610352	0.0280457
42.524	-0.0360107	0.0282227
42.526	0.043335	0.0283508
42.528	-0.0366211	0.028241
42.53	-0.0323486	0.02724
42.532	-0.010376	0.0259705
42.534	0.00610352	0.0259583
42.536	0.000610352	0.0259277
42.538	0.00183105	0.0256653
42.54	-0.0115967	0.0256958
42.542	-0.0286865	0.0257019
42.544	0.00427246	0.0251282
42.546	-0.0164795	0.0236816
42.548	0.0604248	0.0234924
42.55	0.0360107	0.0236023
42.552	-0.0396729	0.0233521
42.554	-0.0323486	0.0227295
42.556	0.0396729	0.0221741
42.558	0.0140381	0.0217957
42.56	0.0134277	0.0212036
42.562	0.00305176	0.0208923
42.564	0.00854492	0.020697
42.566	-0.0250244	0.0207703
42.568	0.0213623	0.0204529
42.57	-0.0115967	0.0199219
42.572	0.0372314	0.0199219
42.574	0.00488281	0.0197876
42.576	-0.0292969	0.0200684
42.578	-0.00610352	0.0200806
42.58	0.00244141	0.0200989
42.582	0.00549316	0.0200378
42.584	0.0195313	0.019989
42.586	0.0189209	0.019989
42.588	-0.00671387	0.0199219
42.59	-0.00427246	0.0199524
42.592	0.0189209	0.0200378
42.594	0.0012207	0.0198547
42.596	0.00305176	0.0196655
42.598	0.010376	0.0194885
42.6	0.000610352	0.0194824
42.602	-0.00793457	0.019458
42.604	0.0140381	0.0193237
42.606	0.00915527	0.0193665
42.608	0.00671387	0.0192017
42.61	0.0189209	0.0191711
42.612	-0.00732422	0.0189026
42.614	0.00305176	0.0189209
42.616	0.0195313	0.019104
42.618	0.0140381	0.0190552
42.62	0.0128174	0.0188416
42.622	-0.00549316	0.018573
42.624	0.0238037	0.0186584
42.626	0.0256348	0.0183044
42.628	0.00366211	0.0180664
42.63	0.00427246	0.0178162
42.632	0.0231934	0.0177795
42.634	-0.00244141	0.0176758
42.636	0.00366211	0.0177063
42.638	-0.00549316	0.017218
42.64	-0.00549316	0.0167175
42.642	0.0402832	0.0169739
42.644	-0.010376	0.016864
42.646	0.00366211	0.0166382
42.648	0.0189209	0.0167847
42.65	0.0256348	0.0167542
42.652	0.00854492	0.0168213
42.654	-0.00366211	0.0164734
42.656	0.022583	0.0164795
42.658	0.00183105	0.016217
42.66	-0.00305176	0.0160339
42.662	0.0213623	0.0161194
42.664	-0.00915527	0.0159729
42.666	-0.00244141	0.0158264
42.668	0.0109863	0.015564
42.67	0.00915527	0.0149109
42.672	0.0201416	0.0150818
42.674	0.0231934	0.0152466
42.676	0.0360107	0.0154846
42.678	-0.00671387	0.0154785
42.68	0.00732422	0.0153015
42.682	0.0256348	0.0151672
42.684	0.0469971	0.0156128
42.686	0.0140381	0.0157043
42.688	-0.010376	0.0154968
42.69	0.00549316	0.015033
42.692	0.020752	0.0149353
42.694	0.00854492	0.0149414
42.696	0.00610352	0.0149475
42.698	0.00427246	0.0149719
42.7	0.0140381	0.0150635
42.702	0.00732422	0.0151062
42.704	-0.0012207	0.0149536
42.706	0.0238037	0.0150818
42.708	0.0238037	0.0151001
42.71	0.00610352	0.0150574
42.712	-0.0134277	0.0148865
42.714	0.0164795	0.0148804
42.716	0.0286865	0.0151184
42.718	-0.00915527	0.0151611
42.72	-0.00549316	0.0149658
42.722	0.010376	0.0150635
42.724	0.0421143	0.0151245
42.726	0.0390625	0.0150818
42.728	-0.0012207	0.0147278
42.73	-0.0299072	0.0147034
42.732	0.0427246	0.0150269
42.734	0.0244141	0.01521
42.736	-0.000610352	0.01521
42.738	-0.00427246	0.0152344
42.74	-0.00183105	0.0151367
42.742	0.00488281	0.0148987
42.744	0.00366211	0.0148926
42.746	0.010376	0.0148315
42.748	0.022583	0.0144531
42.75	-0.0012207	0.0141052
42.752	0.012207	0.0138306
42.754	-0.0115967	0.013623
42.756	0.0183105	0.0134094
42.758	0.0213623	0.0134827
42.76	-0.00305176	0.0133789
42.762	0.0134277	0.0134827
42.764	0.00305176	0.0134277
42.766	0.00915527	0.013269
42.768	0.0140381	0.0131958
42.77	0.0152588	0.0132324
42.772	0.0140381	0.0130005
42.774	0.0115967	0.0130676
42.776	0.0128174	0.0129028
42.778	-0.00427246	0.0128845
42.78	0.00732422	0.0129333
42.782	0.0115967	0.0129944
42.784	0.0170898	0.01297
42.786	0.00610352	0.0128418
42.788	0.00549316	0.0128296
42.79	0.0164795	0.0129517
42.792	0.000610352	0.0127686
42.794	-0.0012207	0.0127686
42.796	0.00671387	0.0128052
42.798	0.00976563	0.0127991
42.8	0.0152588	0.0129456
42.802	0.00183105	0.0128845
42.804	-0.00244141	0.0127686
42.806	-0.00366211	0.0127136
42.808	0.0134277	0.0127808
42.81	0.0262451	0.012854
42.812	-0.00915527	0.0128723
42.814	0.0115967	0.0129578
42.816	-0.00305176	0.012793
42.818	-0.0177002	0.0128296
42.82	0.0146484	0.0128479
42.822	-0.00610352	0.012854
42.824	0.00671387	0.0126831
42.826	0.00732422	0.0125
42.828	0.0408936	0.0128723
42.83	-0.00854492	0.012915
42.832	-0.0170898	0.012854
42.834	0.0238037	0.0130676
42.836	0.0152588	0.0131836
42.838	-0.00854492	0.0132141
42.84	-0.00549316	0.0132141
42.842	-0.010376	0.012915
42.844	0.0341797	0.0131531
42.846	-0.0317383	0.0134338
42.848	0.0177002	0.0134216
42.85	0.00671387	0.0132324
42.852	0.0335693	0.0134827
42.854	0.00244141	0.0134705
42.856	-0.00976563	0.0133423
42.858	-0.0164795	0.0134888
42.86	0.000610352	0.0134644
42.862	-0.00183105	0.013269
42.864	-0.020752	0.013385
42.866	0.00793457	0.0134399
42.868	-0.00915527	0.0134216
42.87	0.00305176	0.0133606
42.872	0.0354004	0.0135132
42.874	0.0195313	0.0134766
42.876	0.0274658	0.0133911
42.878	-0.0158691	0.0134827
42.88	0.0140381	0.0135498
42.882	0.0756836	0.0140503
42.884	-0.00549316	0.0136353
42.886	-0.0213623	0.0137085
42.888	0.0250244	0.013855
42.89	0.0115967	0.013916
42.892	-0.0146484	0.013855
42.894	0.0152588	0.0139221
42.896	-0.00305176	0.0138916
42.898	-0.0158691	0.0140076
42.9	-0.0213623	0.0140808
42.902	0.0164795	0.0141724
42.904	0.010376	0.0142639
42.906	-0.00305176	0.0140564
42.908	0.0128174	0.0139465
42.91	-0.012207	0.0140076
42.912	0.022583	0.0140991
42.914	0.0170898	0.0141052
42.916	0.0183105	0.0140015
42.918	-0.0140381	0.0140503
42.92	-0.00671387	0.0140625
42.922	0	0.0139587
42.924	-0.0134277	0.0136719
42.926	0.0268555	0.0135498
42.928	0.020752	0.0137451
42.93	-0.0177002	0.013623
42.932	-0.0134277	0.0133301
42.934	0.00244141	0.0131104
42.936	0.0115967	0.0132202
42.938	0.00244141	0.0132019
42.94	0.0140381	0.013324
42.942	-0.00305176	0.0133057
42.944	0.0244141	0.0135132
42.946	0.00915527	0.013501
42.948	0.0128174	0.0134033
42.95	-0.00183105	0.0134094
42.952	0.0183105	0.0134705
42.954	0.00793457	0.0134338
42.956	0.0189209	0.0134399
42.958	-0.0164795	0.0133911
42.96	0.010376	0.0134644
42.962	0.0292969	0.013623
42.964	-0.00671387	0.0136597
42.966	0.00854492	0.0136536
42.968	0.0195313	0.0137085
42.97	-0.00793457	0.0136353
